,average_month_invites,average_week_invites,diff_day_first,diff_day_second,diff_days_mean,diff_days_last,diff_days_prelast,diff_test_date_and_last_invite,end_date_clientstart_median,end_date_clientstart_max-min,difference_median_and_max-min,diff_first_lastdt,diff_between_end_date_and_first_client,clients_per_day,clients_invited_last_30_days,clients_invited_last_60_days,clients_invited_last_90_days,clients_invited_last_180_days,clients_invited_last_270_days,clients_invited_last_365_days,churn
247207,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,195,195,0,-195,0.0,195,195.0,0,0,0,0,1,1,0
247257,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,67,67,0,-67,0.0,67,67.0,0,0,1,1,1,1,0
247277,8.0,4.0,0.0,0.0,5.84375,0.0,0.0,12,103,187,84,0.0,199,6.21875,12,12,12,20,32,32,1
247296,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,179,179,0,-179,0.0,179,179.0,0,0,0,1,1,1,0
247358,2.0,1.1428571428571428,15.0,8.0,15.875,20.0,10.0,51,113,127,13,-5.0,178,22.25,0,1,4,8,8,8,1
247505,2.0,1.3333333333333333,12.0,0.0,26.75,95.0,0.0,71,166,107,-59,-83.0,178,44.5,0,0,1,4,4,4,0
247552,3.0,1.5,17.0,3.0,6.666666666666667,3.0,17.0,185,188,20,-168,14.0,205,68.33333333333333,0,0,0,0,3,3,1
247574,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,195,195,0,-195,0.0,195,195.0,0,0,0,0,1,1,0
247591,1.0,1.0,27.0,73.0,33.333333333333336,73.0,27.0,69,142,100,-42,-46.0,169,56.333333333333336,0,0,1,3,3,3,0
247644,2.0,1.0,4.0,-100.0,2.0,4.0,-100.0,99,101,4,-97,0.0,103,51.5,0,0,0,2,2,2,1
247661,6.285714285714286,2.2,3.0,1.0,4.181818181818182,1.0,10.0,4,97,184,86,2.0,188,4.2727272727272725,8,14,20,41,44,44,1
247668,1.0,1.0,24.0,59.0,27.666666666666668,59.0,24.0,11,70,83,13,-35.0,94,31.333333333333332,1,1,2,3,3,3,1
247699,1.0,1.0,45.0,34.0,31.8,44.0,36.0,44,124,159,35,1.0,203,40.6,0,1,2,4,5,5,1
247702,1.75,1.1666666666666667,42.0,0.0,17.857142857142858,37.0,14.0,33,110,125,15,5.0,158,22.571428571428573,0,1,3,7,7,7,1
247713,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,196,196,0,-196,0.0,196,196.0,0,0,0,0,1,1,1
247722,1.5,1.5,1.0,41.0,17.833333333333332,44.0,17.0,33,96,107,11,-43.0,140,23.333333333333332,0,1,2,6,6,6,1
247751,26.428571428571427,8.409090909090908,0.0,15.0,0.8702702702702703,0.0,0.0,31,95,161,66,0.0,192,1.037837837837838,0,44,87,183,185,185,0
247856,1.0,1.0,24.0,42.0,22.0,42.0,24.0,122,164,66,-98,-18.0,188,62.666666666666664,0,0,0,2,3,3,1
247991,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,166,166,0,-166,0.0,166,166.0,0,0,0,1,1,1,0
247998,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,176,176,0,-176,0.0,176,176.0,0,0,0,1,1,1,0
248131,1.0,1.0,16.0,66.0,33.8,35.0,52.0,16,103,169,66,-19.0,185,37.0,1,2,2,4,5,5,1
248218,2.0,1.0,10.0,-100.0,5.0,10.0,-100.0,185,190,10,-180,0.0,195,97.5,0,0,0,0,2,2,0
248233,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,85,85,0,-85,0.0,85,85.0,0,0,1,1,1,1,0
248261,1.25,1.0,97.0,23.0,33.6,41.0,7.0,31,79,168,89,56.0,199,39.8,0,1,3,4,5,5,1
248366,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,7,7,0,-7,0.0,7,7.0,1,1,1,1,1,1,0
248383,1.0,1.0,99.0,-100.0,49.5,99.0,-100.0,15,64,99,34,0.0,114,57.0,1,1,1,2,2,2,0
248421,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,46,46,0,-46,0.0,46,46.0,0,1,1,1,1,1,0
248491,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,87,87,0,-87,0.0,87,87.0,0,0,1,1,1,1,1
248502,9.285714285714286,3.0952380952380953,0.0,2.0,2.8461538461538463,6.0,4.0,5,91,185,94,-6.0,190,2.923076923076923,10,24,32,62,65,65,1
248630,1.0,1.0,16.0,-100.0,8.0,16.0,-100.0,17,25,16,-9,0.0,33,16.5,1,2,2,2,2,2,1
248647,1.75,1.4,8.0,56.0,26.714285714285715,1.0,21.0,11,33,187,154,7.0,198,28.285714285714285,2,4,4,5,7,7,1
248726,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,187,187,0,-187,0.0,187,187.0,0,0,0,0,1,1,0
248798,1.3333333333333333,1.0,14.0,32.0,21.25,39.0,32.0,117,172,85,-87,-25.0,202,50.5,0,0,0,2,4,4,1
248803,1.0,1.0,22.0,27.0,16.333333333333332,27.0,22.0,136,163,49,-114,-5.0,185,61.666666666666664,0,0,0,2,3,3,0
248841,2.0,1.0,14.0,-100.0,7.0,14.0,-100.0,170,177,14,-163,0.0,184,92.0,0,0,0,1,2,2,0
248906,9.285714285714286,3.0952380952380953,0.0,2.0,2.6153846153846154,1.0,0.0,22,92,170,78,-1.0,192,2.953846153846154,6,14,32,57,65,65,1
249018,1.0,1.0,23.0,38.0,27.333333333333332,50.0,43.0,21,119,164,45,-27.0,185,30.833333333333332,1,1,2,5,6,6,1
249020,1.6666666666666667,1.25,19.0,7.0,9.6,21.0,1.0,23,45,48,3,-2.0,71,14.2,1,4,5,5,5,5,0
249061,1.6666666666666667,1.25,5.0,1.0,32.2,16.0,139.0,17,172,161,-11,-11.0,178,35.6,1,2,2,5,5,5,0
249108,1.5,1.5,0.0,107.0,35.666666666666664,107.0,0.0,64,171,107,-64,-107.0,171,57.0,0,0,1,3,3,3,0
249250,1.4,1.0,27.0,16.0,16.285714285714285,13.0,2.0,50,78,114,36,14.0,164,23.428571428571427,0,1,4,7,7,7,1
249322,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,77,77,0,-77,0.0,77,77.0,0,0,1,1,1,1,0
249356,1.6,1.0,21.0,12.0,21.625,67.0,32.0,4,129,173,44,-46.0,177,22.125,1,1,2,8,8,8,1
249399,1.3333333333333333,1.0,64.0,13.0,26.75,30.0,13.0,72,108,107,-2,34.0,179,44.75,0,0,1,4,4,4,0
249424,1.5,1.0,11.0,29.0,13.333333333333334,29.0,11.0,156,185,40,-145,-18.0,196,65.33333333333333,0,0,0,1,3,3,0
249455,1.0,1.0,30.0,26.0,18.666666666666668,26.0,30.0,129,155,56,-99,4.0,185,61.666666666666664,0,0,0,2,3,3,0
249505,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,162,162,0,-162,0.0,162,162.0,0,0,0,1,1,1,0
249515,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,203,203,0,-203,0.0,203,203.0,0,0,0,0,1,1,0
249522,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,202,202,0,-202,0.0,202,202.0,0,0,0,0,1,1,0
249536,1.25,1.0,6.0,33.0,27.4,50.0,48.0,65,163,137,-26,-44.0,202,40.4,0,0,1,3,5,5,0
249551,5.25,3.0,2.0,0.0,5.380952380952381,8.0,10.0,77,147,113,-34,-6.0,190,9.047619047619047,0,0,2,11,21,21,0
249616,2.0,2.0,22.0,1.0,12.25,33.0,0.0,4,38,98,60,-11.0,102,12.75,1,5,7,8,8,8,1
249636,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,95,95,0,-95,0.0,95,95.0,0,0,0,1,1,1,0
249749,5.333333333333333,1.7777777777777777,1.0,2.0,5.71875,0.0,6.0,16,90,183,92,1.0,199,6.21875,5,12,16,24,32,32,0
249864,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,66,66,0,-66,0.0,66,66.0,0,0,1,1,1,1,1
249977,1.75,1.0,8.0,13.0,17.285714285714285,24.0,54.0,28,115,121,6,-16.0,149,21.285714285714285,1,2,2,7,7,7,0
250149,1.5,1.0,17.0,24.0,13.666666666666666,24.0,17.0,110,134,41,-93,-7.0,151,50.333333333333336,0,0,0,3,3,3,0
250184,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,178,178,0,-178,0.0,178,178.0,0,0,0,1,1,1,0
250188,1.0,1.0,37.0,32.0,25.0,31.0,32.0,84,131,100,-31,6.0,184,46.0,0,0,1,3,4,4,0
250237,4.666666666666667,1.5555555555555556,5.0,0.0,5.357142857142857,11.0,3.0,73,125,75,-50,-6.0,148,10.571428571428571,0,0,3,14,14,14,0
250317,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,26,26,0,-26,0.0,26,26.0,1,1,1,1,1,1,1
250342,19.285714285714285,5.1923076923076925,0.0,3.0,1.3555555555555556,0.0,6.0,5,86,183,97,0.0,188,1.3925925925925926,23,54,72,122,135,135,1
250389,1.0,1.0,56.0,90.0,48.666666666666664,90.0,56.0,5,95,146,51,-34.0,151,50.333333333333336,1,1,1,3,3,3,1
250430,1.0,1.0,16.0,40.0,28.0,56.0,40.0,73,149,112,-37,-40.0,185,46.25,0,0,1,3,4,4,0
250623,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,95,95,0,-95,0.0,95,95.0,0,0,0,1,1,1,0
250780,1.8333333333333333,1.375,3.0,1.0,14.909090909090908,43.0,36.0,31,129,164,35,-40.0,195,17.727272727272727,0,1,2,8,11,11,1
250909,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,46,46,0,-46,0.0,46,46.0,0,1,1,1,1,1,0
251003,2.0,1.5,84.0,0.0,27.833333333333332,71.0,2.0,30,108,167,59,13.0,197,32.833333333333336,1,1,1,5,6,6,1
251008,1.6,1.6,0.0,1.0,22.375,30.0,17.0,16,174,179,5,-30.0,195,24.375,1,2,3,4,8,8,1
251173,2.5,1.6666666666666667,17.0,0.0,4.8,6.0,1.0,164,171,24,-147,11.0,188,37.6,0,0,0,4,5,5,0
251394,9.166666666666666,3.4375,1.0,1.0,2.8181818181818183,0.0,5.0,11,96,155,59,1.0,166,3.018181818181818,7,14,23,55,55,55,1
251400,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,155,155,0,-155,0.0,155,155.0,0,0,0,1,1,1,0
251500,3.1666666666666665,1.7272727272727273,1.0,5.0,7.631578947368421,5.0,1.0,11,96,145,49,-4.0,156,8.210526315789474,5,7,8,19,19,19,1
251548,4.833333333333333,2.0714285714285716,0.0,0.0,5.241379310344827,0.0,8.0,4,70,152,82,0.0,156,5.379310344827586,6,14,19,29,29,29,1
251561,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,86,86,0,-86,0.0,86,86.0,0,0,1,1,1,1,1
251574,1.3333333333333333,1.3333333333333333,84.0,0.0,37.5,66.0,0.0,7,73,150,77,18.0,157,39.25,1,1,3,4,4,4,1
251643,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,100,100,0,-100,0.0,100,100.0,0,0,0,1,1,1,0
251662,1.0,1.0,132.0,-100.0,66.0,132.0,-100.0,10,76,132,56,0.0,142,71.0,1,1,1,2,2,2,1
251743,1.2,1.2,36.0,17.0,21.0,31.0,42.0,36,109,126,17,5.0,162,27.0,0,1,2,6,6,6,0
251765,1.6666666666666667,1.0,16.0,11.0,25.4,12.0,88.0,16,116,127,11,4.0,143,28.6,2,2,2,5,5,5,1
251860,7.6,3.1666666666666665,16.0,9.0,3.210526315789474,0.0,0.0,36,115,122,7,16.0,158,4.157894736842105,0,4,12,38,38,38,1
251877,6.25,2.272727272727273,12.0,0.0,4.56,6.0,0.0,33,73,114,41,6.0,147,5.88,0,11,19,25,25,25,0
251894,1.0,1.0,17.0,-100.0,8.5,17.0,-100.0,79,87,17,-71,0.0,96,48.0,0,0,1,2,2,2,0
251986,1.0,1.0,32.0,-100.0,16.0,32.0,-100.0,78,94,32,-62,0.0,110,55.0,0,0,1,2,2,2,0
252047,2.3333333333333335,1.4,0.0,5.0,9.857142857142858,0.0,36.0,94,148,69,-79,0.0,163,23.285714285714285,0,0,0,7,7,7,0
252078,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,130,130,0,-130,0.0,130,130.0,0,0,0,1,1,1,0
252321,2.5,1.6666666666666667,0.0,15.0,4.4,6.0,1.0,141,148,22,-126,-6.0,163,32.6,0,0,0,5,5,5,0
252345,1.0,1.0,6.0,98.0,34.666666666666664,98.0,6.0,22,120,104,-16,-92.0,126,42.0,1,1,1,3,3,3,0
252356,16.0,5.333333333333333,12.0,6.0,1.5375,7.0,31.0,39,107,123,15,5.0,162,2.025,0,2,22,80,80,80,1
252410,1.0,1.0,17.0,-100.0,8.5,17.0,-100.0,46,54,17,-38,0.0,63,31.5,0,1,2,2,2,2,1
252416,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,133,133,0,-133,0.0,133,133.0,0,0,0,1,1,1,0
252481,1.0,1.0,75.0,-100.0,37.5,75.0,-100.0,72,109,75,-35,0.0,147,73.5,0,0,1,2,2,2,1
252501,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,163,163,0,-163,0.0,163,163.0,0,0,0,1,1,1,0
252590,1.0,1.0,20.0,-100.0,10.0,20.0,-100.0,116,126,20,-106,0.0,136,68.0,0,0,0,2,2,2,0
252646,2.5,1.6666666666666667,0.0,42.0,10.2,0.0,25.0,26,79,102,23,0.0,128,12.8,2,3,8,10,10,10,1
252674,3.8,2.111111111111111,0.0,24.0,7.368421052631579,53.0,0.0,17,81,140,59,-53.0,157,8.263157894736842,1,1,14,19,19,19,1
252704,1.0,1.0,58.0,-100.0,29.0,58.0,-100.0,15,44,58,14,0.0,73,36.5,1,1,2,2,2,2,0
252779,3.0,2.0,0.0,2.0,2.0,6.0,1.0,117,125,12,-114,-6.0,129,21.5,0,0,0,6,6,6,0
252883,10.333333333333334,2.9523809523809526,1.0,3.0,2.6774193548387095,0.0,8.0,4,86,166,80,1.0,170,2.7419354838709675,6,13,32,62,62,62,1
252894,3.8,2.111111111111111,20.0,6.0,6.842105263157895,27.0,4.0,5,95,130,35,-7.0,135,7.105263157894737,1,4,9,19,19,19,1
252921,12.333333333333334,3.0833333333333335,7.0,0.0,2.175675675675676,6.0,1.0,4,73,161,88,1.0,165,2.22972972972973,17,34,43,74,74,74,1
252979,1.5,1.0,10.0,11.0,7.0,11.0,10.0,144,155,21,-134,-1.0,165,55.0,0,0,0,3,3,3,0
253057,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,10,10,0,-10,0.0,10,10.0,1,1,1,1,1,1,1
253107,1.4,1.4,2.0,36.0,16.285714285714285,43.0,24.0,11,86,114,28,-41.0,125,17.857142857142858,1,2,5,7,7,7,0
253118,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,79,79,0,-79,0.0,79,39.5,0,0,2,2,2,2,0
253137,1.0,1.0,78.0,-100.0,39.0,78.0,-100.0,32,71,78,7,0.0,110,55.0,0,1,1,2,2,2,1
253296,11.333333333333334,2.9565217391304346,7.0,1.0,2.25,3.0,2.0,12,94,153,59,4.0,165,2.426470588235294,11,17,32,68,68,68,0
253319,1.3333333333333333,1.3333333333333333,3.0,17.0,17.5,50.0,17.0,29,87,70,-18,-47.0,99,24.75,1,1,2,4,4,4,0
253331,1.0,1.0,18.0,25.0,21.5,43.0,25.0,73,128,86,-43,-25.0,159,39.75,0,0,1,4,4,4,1
253339,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,108,108,0,-108,0.0,108,108.0,0,0,0,1,1,1,1
253401,1.3333333333333333,1.0,27.0,70.0,24.75,2.0,70.0,63,100,99,-1,25.0,162,40.5,0,0,2,4,4,4,0
253417,1.3333333333333333,1.3333333333333333,87.0,35.0,30.5,0.0,35.0,5,22,122,99,87.0,127,31.75,2,3,3,4,4,4,0
253627,4.0,2.0,0.0,0.0,0.5,2.0,0.0,155,157,2,-155,-2.0,157,39.25,0,0,0,4,4,4,0
253698,1.0,1.0,6.0,-100.0,3.0,6.0,-100.0,150,153,6,-147,0.0,156,78.0,0,0,0,2,2,2,0
253763,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,127,127,0,-127,0.0,127,127.0,0,0,0,1,1,1,0
253764,1.0,1.0,29.0,-100.0,14.5,29.0,-100.0,78,92,29,-64,0.0,107,53.5,0,0,1,2,2,2,0
253794,2.0,2.0,3.0,-100.0,1.5,3.0,-100.0,33,34,3,-32,0.0,36,18.0,0,2,2,2,2,2,1
253877,3.0,1.5,40.0,0.0,9.0,5.0,4.0,101,112,54,-59,35.0,155,25.833333333333332,0,0,0,6,6,6,1
253946,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,140,140,0,-140,0.0,140,140.0,0,0,0,1,1,1,0
253951,1.25,1.0,24.0,29.0,19.0,15.0,27.0,39,81,95,14,9.0,134,26.8,0,2,3,5,5,5,1
254006,1.3333333333333333,1.0,42.0,1.0,17.25,26.0,1.0,10,36,69,32,16.0,79,19.75,1,3,4,4,4,4,0
254028,5.333333333333333,2.0,14.0,0.0,4.75,1.0,0.0,4,44,152,108,13.0,156,4.875,9,18,25,32,32,32,1
254077,1.0,1.0,8.0,46.0,31.0,70.0,46.0,33,126,124,-2,-62.0,157,39.25,0,1,1,4,4,4,0
254172,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,155,155,0,-155,0.0,155,155.0,0,0,0,1,1,1,0
254184,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,141,141,0,-141,0.0,141,141.0,0,0,0,1,1,1,0
254263,1.5,1.0,2.0,68.0,23.333333333333332,68.0,2.0,72,140,70,-70,-66.0,142,47.333333333333336,0,0,1,3,3,3,0
254395,1.6666666666666667,1.25,50.0,19.0,14.6,3.0,1.0,40,44,73,29,47.0,113,22.6,0,3,4,5,5,5,1
254675,9.0,9.0,0.0,0.0,0.2222222222222222,1.0,0.0,135,136,2,-134,-1.0,137,15.222222222222221,0,0,0,9,9,9,0
254789,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,143,143,0,-143,0.0,143,143.0,0,0,0,1,1,1,0
254801,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,0
254854,2.4,1.3333333333333333,20.0,1.0,12.083333333333334,8.0,5.0,11,72,145,73,12.0,156,13.0,3,6,6,12,12,12,1
254975,3.0,3.0,0.0,0.0,0.0,0.0,0.0,126,126,0,-126,0.0,126,42.0,0,0,0,3,3,3,0
254991,3.5,1.75,0.0,3.0,12.0,1.0,76.0,78,159,84,-75,-1.0,162,23.142857142857142,0,0,2,7,7,7,1
255014,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,94,94,0,-94,0.0,94,94.0,0,0,0,1,1,1,0
255018,1.0,1.0,47.0,93.0,46.666666666666664,93.0,47.0,10,103,140,37,-46.0,150,50.0,1,1,1,3,3,3,1
255050,3.5,1.1666666666666667,9.0,6.0,11.285714285714286,15.0,2.0,63,81,79,-2,-6.0,142,20.285714285714285,0,0,4,7,7,7,0
255107,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,140,140,0,-140,0.0,140,140.0,0,0,0,1,1,1,0
255316,1.0,1.0,5.0,-100.0,2.5,5.0,-100.0,119,121,5,-117,0.0,124,62.0,0,0,0,2,2,2,1
255395,1.0,1.0,35.0,56.0,27.0,17.0,56.0,77,122,108,-14,18.0,185,46.25,0,0,1,3,4,4,0
255456,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,130,130,0,-130,0.0,130,130.0,0,0,0,1,1,1,0
255622,1.0,1.0,30.0,9.0,13.0,9.0,30.0,87,96,39,-57,21.0,126,42.0,0,0,1,3,3,3,1
255747,1.2,1.0,14.0,29.0,21.666666666666668,41.0,11.0,26,95,130,34,-27.0,156,26.0,1,1,3,6,6,6,1
255768,1.75,1.0,74.0,7.0,24.428571428571427,55.0,12.0,19,94,171,77,19.0,190,27.142857142857142,1,1,3,6,7,7,0
255771,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,115,115,0,-115,0.0,115,115.0,0,0,0,1,1,1,1
255773,1.2,1.0,49.0,32.0,27.5,18.0,8.0,11,66,165,99,31.0,176,29.333333333333332,2,3,3,6,6,6,0
255867,1.4,1.1666666666666667,24.0,4.0,16.857142857142858,28.0,12.0,67,150,118,-32,-4.0,185,26.428571428571427,0,0,1,6,7,7,0
255984,1.0,1.0,14.0,24.0,12.666666666666666,24.0,14.0,26,50,38,-12,-10.0,64,21.333333333333332,1,2,3,3,3,3,1
256029,1.0,1.0,25.0,-100.0,12.5,25.0,-100.0,130,142,25,-118,0.0,155,77.5,0,0,0,2,2,2,0
256091,1.2,1.0,61.0,30.0,26.833333333333332,12.0,17.0,17,66,161,94,49.0,178,29.666666666666668,2,3,4,6,6,6,1
256116,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,37,37,0,-37,0.0,37,37.0,0,1,1,1,1,1,1
256222,2.0,1.0,14.0,-100.0,7.0,14.0,-100.0,12,19,14,-5,0.0,26,13.0,2,2,2,2,2,2,1
256230,1.0,1.0,81.0,-100.0,40.5,81.0,-100.0,45,85,81,-5,0.0,126,63.0,0,1,1,2,2,2,0
256618,1.0,1.0,56.0,83.0,46.333333333333336,83.0,56.0,17,100,139,39,-27.0,156,52.0,1,1,1,3,3,3,1
256674,3.6666666666666665,1.5714285714285714,0.0,2.0,7.909090909090909,0.0,6.0,5,107,174,66,0.0,179,8.136363636363637,5,7,8,22,22,22,1
256860,1.5,1.2,17.0,2.0,25.666666666666668,86.0,11.0,29,145,154,9,-69.0,183,30.5,1,1,1,5,6,6,1
256943,1.8333333333333333,1.0,19.0,14.0,16.727272727272727,5.0,20.0,5,100,184,84,14.0,189,17.181818181818183,3,3,5,10,11,11,1
256946,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,188,188,0,-188,0.0,188,188.0,0,0,0,0,1,1,0
256978,1.0,1.0,30.0,-100.0,15.0,30.0,-100.0,150,165,30,-135,0.0,180,90.0,0,0,0,2,2,2,0
257039,1.0,1.0,41.0,-100.0,20.5,41.0,-100.0,114,134,41,-94,0.0,155,77.5,0,0,0,2,2,2,0
257247,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,169,169,0,-169,0.0,169,169.0,0,0,0,1,1,1,0
257267,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,17,17,0,-17,0.0,17,17.0,1,1,1,1,1,1,1
257293,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,38,38,0,-38,0.0,38,38.0,0,1,1,1,1,1,0
257316,1.5,1.5,0.0,30.0,10.0,30.0,0.0,155,185,30,-155,-30.0,185,61.666666666666664,0,0,0,1,3,3,0
257334,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,50,50,0,-50,0.0,50,50.0,0,1,1,1,1,1,0
257343,1.0,1.0,35.0,-100.0,17.5,35.0,-100.0,129,146,35,-112,0.0,164,82.0,0,0,0,2,2,2,0
257361,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,164,164,0,-164,0.0,164,164.0,0,0,0,1,1,1,0
257476,1.1666666666666667,1.0,20.0,7.0,22.0,11.0,31.0,22,108,154,46,9.0,176,25.142857142857142,1,2,3,7,7,7,1
257561,1.5,1.0,6.0,7.0,4.333333333333333,7.0,6.0,151,158,13,-145,-1.0,164,54.666666666666664,0,0,0,3,3,3,0
257566,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,158,158,0,-158,0.0,158,158.0,0,0,0,1,1,1,0
257597,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,156,156,0,-156,0.0,156,156.0,0,0,0,1,1,1,0
257706,1.6666666666666667,1.0,25.0,118.0,32.0,10.0,7.0,12,29,160,131,15.0,172,34.4,3,3,3,5,5,5,0
257710,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,171,171,0,-171,0.0,171,85.5,0,0,0,2,2,2,0
257743,3.0,1.4,14.0,1.0,8.285714285714286,6.0,27.0,11,121,174,53,8.0,185,8.80952380952381,2,4,7,20,21,21,1
257779,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,177,177,0,-177,0.0,177,177.0,0,0,0,1,1,1,0
257863,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,16,16,0,-16,0.0,16,16.0,1,1,1,1,1,1,1
257878,1.6666666666666667,1.0,10.0,3.0,24.4,97.0,12.0,4,113,122,9,-87.0,126,25.2,1,1,1,5,5,5,1
258130,1.0,1.0,20.0,37.0,22.5,33.0,37.0,38,89,90,0,-13.0,128,32.0,0,1,2,4,4,4,1
258182,3.75,2.142857142857143,14.0,0.0,10.8,5.0,95.0,14,129,162,33,9.0,176,11.733333333333333,2,2,2,15,15,15,1
258212,2.0,1.0,15.0,-100.0,7.5,15.0,-100.0,155,162,15,-148,0.0,170,85.0,0,0,0,2,2,2,0
258415,1.2,1.0,28.0,20.0,27.0,17.0,76.0,22,125,162,36,11.0,184,30.666666666666668,1,2,2,5,6,6,1
258494,2.0,1.2,10.0,123.0,26.833333333333332,1.0,0.0,22,36,161,124,9.0,183,30.5,3,4,4,5,6,6,0
258498,1.0,1.0,14.0,-100.0,7.0,14.0,-100.0,171,178,14,-164,0.0,185,92.5,0,0,0,1,2,2,0
258542,15.5,5.636363636363637,0.0,3.0,1.8225806451612903,7.0,0.0,4,94,113,19,-7.0,117,1.8870967741935485,14,16,28,62,62,62,1
258552,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,173,173,0,-173,0.0,173,173.0,0,0,0,1,1,1,1
258607,1.8,1.2857142857142858,37.0,30.0,15.88888888888889,20.0,0.0,16,79,143,64,17.0,159,17.666666666666668,1,3,6,9,9,9,1
258738,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,156,156,0,-156,0.0,156,156.0,0,0,0,1,1,1,0
258795,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,74,88,28,-60,0.0,102,51.0,0,0,1,2,2,2,0
258960,1.0,1.0,103.0,48.0,50.333333333333336,48.0,103.0,18,66,151,85,55.0,169,56.333333333333336,1,1,2,3,3,3,1
258981,1.0,1.0,86.0,24.0,36.666666666666664,24.0,86.0,70,94,110,16,62.0,180,60.0,0,0,1,3,3,3,0
259019,1.3333333333333333,1.1428571428571428,7.0,24.0,20.25,23.0,40.0,16,92,162,70,-16.0,178,22.25,1,2,4,8,8,8,1
259060,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,85,85,0,-85,0.0,85,85.0,0,0,1,1,1,1,0
259064,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,164,164,0,-164,0.0,164,164.0,0,0,0,1,1,1,0
259119,2.3333333333333335,1.75,6.0,8.0,17.0,0.0,92.0,50,150,119,-31,6.0,169,24.142857142857142,0,2,2,7,7,7,0
259210,1.0,1.0,116.0,-100.0,58.0,116.0,-100.0,47,105,116,11,0.0,163,81.5,0,1,1,2,2,2,1
259308,1.0,1.0,2.0,-100.0,1.0,2.0,-100.0,92,93,2,-91,0.0,94,47.0,0,0,0,2,2,2,0
259732,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,136,136,0,-136,0.0,136,136.0,0,0,0,1,1,1,0
259757,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,147,147,0,-147,0.0,147,147.0,0,0,0,1,1,1,0
